計費方式,資料集說明網址,分類及編號,資料集提供機關聯絡人,收錄期間(迄),計費說明網址,資料集描述,授權方式,資料名稱,收錄期間(起),計費法令依據,更新頻率,資料連結網址,編碼格式,編號,資料集類型,資料集提供機關電話,檔案格式,資料集提供機關,標籤/關鍵字,最後更新時間,主要欄位,主要欄位說明,建立日期,資料來源,備註,資料量,資料集提供機關聯絡人電子郵件
免費, ,交通及通訊,吳祐綺,,無,生活危機服務-臺北市社會福利服務中心,依臺北市政府資料開放使用規範,臺北市生活危機服務-臺北市社會福利服務中心,,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=ece023db-a5f8-4399-97da-f04d7f4009e3,"UTF-8,",28,網路服務,02-27208889#6995,"XML,",臺北市政府社會局,,2015/5/22 11:05,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,2014/12/31 11:58,臺北市政府社會局,,,youchi@mail.taipei.gov.tw
免費,,交通及通訊,吳祐綺,,無,嬰幼兒照顧服務-親子館,依臺北市政府資料開放使用規範,臺北市嬰幼兒照顧服務-親子館,,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=fd4779d0-827d-4ab3-8f65-2a356abad6d9,"UTF-8,",29,網路服務,02-27208889#6995,"XML,",臺北市政府社會局,,2015/5/22 11:05,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,2014/12/31 11:58,臺北市政府社會局,,13,youchi@mail.taipei.gov.tw
免費, ,交通及通訊,吳祐綺,,無,低收、中低收入戶服務-平價住宅,依臺北市政府資料開放使用規範,臺北市低收、中低收入戶服務-平價住宅,,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=5d65fcc3-4290-4806-840c-60b345a1c893,"UTF-8,",30,網路服務,02-27208889#6995,"XML,",臺北市政府社會局,,2015/5/22 11:05,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,2014/12/31 11:58,臺北市政府社會局,,,youchi@mail.taipei.gov.tw
免費, ,交通及通訊,吳祐綺,,無,身心障礙者服務-全國性身心障礙福利基金會,依臺北市政府資料開放使用規範,臺北市身心障礙者服務-全國性身心障礙福利基金會,,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=bb6adffe-2300-4ea7-8f25-1073340f922e,"UTF-8,",31,網路服務,02-27208889#6995,"XML,",臺北市政府社會局,,2015/5/22 11:05,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,2014/12/31 11:58,臺北市政府社會局,,,youchi@mail.taipei.gov.tw
免費, ,交通及通訊,吳祐綺,,無,身心障礙者服務-全國性身心障礙福利團體,依臺北市政府資料開放使用規範,臺北市身心障礙者服務-全國性身心障礙福利團體,,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=34caee29-5566-4516-acb8-c39b93897fe8,"UTF-8,",32,網路服務,02-27208889#6995,"XML,",臺北市政府社會局,,2015/5/22 11:05,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,2014/12/31 11:58,臺北市政府社會局,,,youchi@mail.taipei.gov.tw
免費, ,交通及通訊,吳祐綺,,無,身心障礙者服務-康復之家一覽表,依臺北市政府資料開放使用規範,臺北市身心障礙者服務-康復之家一覽表,,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=a72055e3-812b-4e10-82ab-f44b692a7ff5,"UTF-8,",33,網路服務,02-27208889#6995,"XML,",臺北市政府社會局,,2015/5/22 11:05,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,2014/12/31 11:58,臺北市政府社會局,,,youchi@mail.taipei.gov.tw
免費, ,交通及通訊,吳祐綺,,無,社區發展服務-社區發展協會(北投),依臺北市政府資料開放使用規範,臺北市社區發展服務-社區發展協會(北投),,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=eaaa5b6c-f32b-4168-83f6-b4dba142a727,"UTF-8,",34,網路服務,02-27208889#6995,"XML,",臺北市政府社會局,,2015/5/22 11:05,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,2014/12/31 11:57,臺北市政府社會局,,,youchi@mail.taipei.gov.tw
免費, ,交通及通訊,吳祐綺,,無,社區發展服務-社區發展協會(士林),依臺北市政府資料開放使用規範,臺北市社區發展服務-社區發展協會(士林),,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=6bac0867-ceec-43ad-88aa-1e315913242f,"UTF-8,",35,網路服務,02-27208889#6995,"XML,",臺北市政府社會局,,2015/5/22 11:05,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,2014/12/31 11:57,臺北市政府社會局,,,youchi@mail.taipei.gov.tw
免費, ,交通及通訊,吳祐綺,,無,社區發展服務-社區發展協會(大同),依臺北市政府資料開放使用規範,臺北市社區發展服務-社區發展協會(大同),,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=565f64be-a893-437d-8a25-a697310e3e9d,"UTF-8,",36,網路服務,02-27208889#6995,"XML,",臺北市政府社會局,,2015/5/22 11:05,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,2014/12/31 11:57,臺北市政府社會局,,,youchi@mail.taipei.gov.tw
免費, ,交通及通訊,吳祐綺,,無,社區發展服務-社區發展協會(大安),依臺北市政府資料開放使用規範,臺北市社區發展服務-社區發展協會(大安),,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=e81a07f7-8137-4019-a96f-210a00ef72a3,"UTF-8,",37,網路服務,02-27208889#6995,"XML,",臺北市政府社會局,,2015/5/22 11:05,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,2014/12/31 11:57,臺北市政府社會局,,,youchi@mail.taipei.gov.tw
免費, ,交通及通訊,吳祐綺,,無,社區發展服務-社區發展協會(中山),依臺北市政府資料開放使用規範,臺北市社區發展服務-社區發展協會(中山),,無,每天,http://data.taipei/opendata/datalist/datasetMeta?oid=41d10b15-29df-4c1d-a8dc-312bb9c1dbc2,"UTF-8,",38,網路服務,02-27208889#6995,"XML,",臺北市政府社會局,,2015/5/22 11:05,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期,2014/12/31 11:57,臺北市政府社會局,,,youchi@mail.taipei.gov.tw
